ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C04477V05260","Field of Study","UNIT","VALUE"
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2021","2021","13","13","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","401","Medical Science","Euro","902"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","202","Medicine","Euro","1354"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","30","Nursing and Midwifery","Euro","894"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","501","Occupational Therapy","Euro","775"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","60","Pharmacy","Euro","1320"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","504","Physiotherapy","Euro","790"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","402","Radiography and Radiation Therapy","Euro","1195"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","702","Social Care","Euro","671"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","701","Social Work","Euro","880"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","10","Speech and Language Therapy","Euro","759"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","01","1","V52","Dietetics, Optometry and Podiatry","Euro","791"
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","02","2","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","03","3","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","04","4","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","05","5","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","06","6","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","07","7","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","08","8","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","09","9","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","10","10","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","10","10","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","10","10","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2022","2022","10","10","30","Nursing and Midwifery","Euro",""
